epoch,train loss,reg loss,train acc,test loss,test acc
No MixUP
0,1.8530445953871173,0.0,42.528578139680555,0.6039700718677562,tensor(79.9122)

1,0.5207569319208074,0.0,84.42687128092703,0.4307755564433941,tensor(87.0080)

2,0.3341029024666536,0.0,90.59270278734732,0.30697931945863843,tensor(91.1046)

3,0.24593788701056735,0.0,93.06882242405261,0.27251495559281413,tensor(92.9920)

4,0.20476812734077238,0.0,94.13952395865957,0.34361541665334633,tensor(89.9488)

5,0.1763816198184649,0.0,94.99882555590354,0.24913857874555,tensor(93.2846)

6,0.15835945061982087,0.0,95.4940494832446,0.18202185008566882,tensor(95.0695)

7,0.13496702512518416,0.0,96.24177889132477,0.23125792923130337,tensor(93.7089)

8,0.13029679665050364,0.0,96.34552145317883,0.2233354762007577,tensor(94.0161)

9,0.11273846897130756,0.0,96.84270278734732,0.2016251503074022,tensor(95.3475)

10,0.10236128552136997,0.0,97.08150642029439,0.2398499174986669,tensor(94.9378)

11,0.06481470108586282,0.0,98.12088944566239,0.16573573007780648,tensor(96.1522)

12,0.052051489033194995,0.0,98.5123708111494,0.1748372739730521,tensor(96.2107)

13,0.04621955200231501,0.0,98.62785781396805,0.17664276748283833,tensor(96.1814)

14,0.041639202781905076,0.0,98.78836517381772,0.18664381392774385,tensor(96.1668)

15,0.037435269863877824,0.0,98.91755402442844,0.19977886296969108,tensor(96.0644)

16,0.03251882375879659,0.0,99.02521139993736,0.20092877679200974,tensor(96.3131)

17,0.02875852241742581,0.0,99.17005950516756,0.21262558644407956,tensor(96.3131)

18,0.02357873934282348,0.0,99.28554650798623,0.23405871961572763,tensor(96.0497)

19,0.019834921628199408,0.0,99.40494832445975,0.23188657980646263,tensor(96.1083)

20,0.015344358632470485,0.0,99.58698715941121,0.2521376817691497,tensor(96.0059)

21,0.011787912644104994,0.0,99.6926871280927,0.25145362843622654,tensor(95.9912)

22,0.01117382252458563,0.0,99.71030378953962,0.25719774624039893,tensor(96.0790)

23,0.010865927859681514,0.0,99.6926871280927,0.25428185012936944,tensor(96.0059)

24,0.01072360021783526,0.0,99.7200908236768,0.25579157269269515,tensor(96.1083)

25,0.010231342567624792,0.0,99.70834638271218,0.25613654397359303,tensor(96.0351)

26,0.009902603754328863,0.0,99.7318352646414,0.2577187379482452,tensor(95.9766)

27,0.009582380523008322,0.0,99.77294080801754,0.2541891959582653,tensor(96.0497)

28,0.009773127702400738,0.0,99.74357970560601,0.2555016349889786,tensor(96.0205)

29,0.009143289789843682,0.0,99.76315377388036,0.260514362943827,tensor(95.9620)

29,0.009143289789843682,0.0,99.76315377388036,0.2668360152964947,tensor(95.9253)

